id,year,date,month,site,treatment,plot_id,taxon,plant_height_cm,individual_nr,nr_leaves,bulk,wet_mass_total_g,dry_mass_total_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,leaf_area_total_cm2,number_leaves_scan
GXM8951,2019,2019-04-16T00:00:00Z,April,WAY,B,2,Sisyrinchium vaginatum,22,5,3,"NA",0.051,0.017,0.171,0.184,0.227,2.4284,3
GXN6150,2019,2019-04-16T00:00:00Z,April,WAY,B,1,Myrsine,31,2,1,"NA",0.329,0.115,0.259,0.275,0.263,10.7975,1
GXP0989,2019,2019-04-16T00:00:00Z,April,WAY,B,2,Sisyrinchium vaginatum,22,4,2,"NA",0.098,0.031,0.324,0.265,0.212,3.9244,2
GXQ1335,2019,2019-04-16T00:00:00Z,April,WAY,B,2,Sisyrinchium vaginatum,14,3,3,"NA",0.034,0.013,0.15,0.155,0.169,1.7923,3
GXR6762,2019,2019-04-16T00:00:00Z,April,WAY,B,1,Carex pedunculado largo,27,1,1,"NA",0.124,0.051,0.267,0.287,0.205,6.4643,1
GXS6693,2019,2019-04-16T00:00:00Z,April,WAY,B,2,Sisyrinchium vaginatum,32,2,2,"NA",0.092,0.033,0.21,0.216,0.194,4.4444,2
GXT3104,2019,2019-04-16T00:00:00Z,April,WAY,B,1,Carex pedunculado largo,27,3,1,"NA",0.213,0.078,0.279,0.283,0.272,9.9681,1
GXU1393,2019,2019-04-16T00:00:00Z,April,WAY,B,2,Sisyrinchium vaginatum,25,2,2,"NA",0.061,0.022,0.22,0.294,0.294,2.9224,2
GXW2395,2019,2019-04-16T00:00:00Z,April,WAY,B,1,Carex pedunculado largo,23,2,1,"NA",0.152,0.061,0.234,0.244,0.252,7.4106,1
GXX3998,2019,2019-04-16T00:00:00Z,April,WAY,B,2,Carex pedunculado largo,22,3,1,"NA",0.183,0.066,0.267,0.285,0.286,8.2197,1
GXY3132,2019,2019-04-16T00:00:00Z,April,WAY,B,1,Carex pedunculado largo,27,4,1,"NA",0.236,0.087,0.316,0.235,0.336,11.093,1
GXZ2647,2019,2019-04-16T00:00:00Z,April,WAY,B,1,Carex pedunculado largo,17,5,2,"NA",0.141,0.05,0.258,0.242,0.27,6.411,1
GYA0802,2019,2019-04-16T00:00:00Z,April,WAY,B,5,Carex pedunculado largo,21,2,1,"NA",0.151,0.053,0.244,0.267,0.194,NA,NA
GYB2270,2019,2019-04-16T00:00:00Z,April,WAY,B,5,Carex pedunculado largo,23,1,1,"NA",0.227,0.078,0.214,0.235,0.231,9.4378,1
GYD3127,2019,2019-04-16T00:00:00Z,April,WAY,B,2,Carex pedunculado largo,23,2,1,"NA",0.116,0.071,0.241,0.206,0.197,8.5273,1
GYE4978,2019,2019-04-16T00:00:00Z,April,WAY,B,2,Carex pedunculado largo,30,1,1,"NA",0.22,0.085,0.228,0.246,0.273,NA,NA
GYF6799,2019,2019-04-16T00:00:00Z,April,WAY,B,5,Carex pedunculado largo,22,1,1,"NA",0.204,0.066,0.276,0.303,0.29,8.1092,1
GYG4034,2019,2019-04-16T00:00:00Z,April,WAY,B,5,Carex pedunculado largo,28,3,1,"NA",0.216,0.073,0.199,0.18,0.218,NA,NA
GYH3212,2019,2019-04-16T00:00:00Z,April,WAY,B,5,Carex pedunculado largo,37,4,1,"NA",0.196,0.075,0.256,0.267,0.252,10.071,1
GYI7245,2019,2019-04-16T00:00:00Z,April,WAY,C,2,Carex pedunculado largo,39,5,1,"NA",0.08,0.03,0.166,0.121,0.176,5.2032,1
GYK7383,2019,2019-04-16T00:00:00Z,April,WAY,C,2,Carex pedunculado largo,18,1,1,"NA",0.092,0.035,0.206,0.205,0.226,4.6377,1
GYL3016,2019,2019-04-16T00:00:00Z,April,WAY,C,2,Carex pedunculado largo,50,2,1,"NA",0.152,0.065,0.212,0.219,0.217,9.1212,1
GYM6744,2019,2019-04-16T00:00:00Z,April,WAY,C,2,Rhynchospora brillante,19,4,1,"NA",0.36,0.115,0.233,0.237,0.218,13.7242,1
GYN3396,2019,2019-04-18T00:00:00Z,April,WAY,C,2,Rhynchospora brillante,30,5,1,"NA",0.29,0.089,0.226,0.237,0.242,11.8065,1
GYO7756,2019,2019-04-16T00:00:00Z,April,WAY,C,2,Rhynchospora brillante,19,2,1,"NA",0.386,0.12,0.233,0.24,0.235,15.2418,1
GYP2495,2019,2019-04-16T00:00:00Z,April,WAY,C,2,Rhynchospora brillante,22,3,1,"NA",0.58,0.229,0.259,0.255,0.239,21.1983,1
GYR0707,2019,2019-04-20T00:00:00Z,April,QUE,C,5,Antennaria linearifolia,5,5,3,"NA",0.95,0.04,0.349,0.309,0.26,4.7292,3
GYS0402,2019,2019-04-20T00:00:00Z,April,QUE,C,5,Muehlenbeckia volcanica,2.5,1,7,"NA",0.117,0.026,0.518,0.517,0.486,2.6547,7
GYU7211,2019,2019-04-20T00:00:00Z,April,QUE,C,5,Muehlenbeckia volcanica,5.5,2,5,"NA",0.152,0.028,0.385,0.491,0.519,3.4144,5
ITY4131,2019,2019-11-24T00:00:00Z,November,TRE,B,3,Carex tristicha,3.5,3,3,"NA",0.056,0.03,0.225,0.191,0.245,3.7512,3
GYY4856,2019,2019-04-20T00:00:00Z,April,QUE,C,5,Antennaria linearifolia,4,2,3,"NA",0.069,0.03,0.377,0.301,0.388,3.7973,3
GYZ0156,2019,2019-04-20T00:00:00Z,April,QUE,C,1,Viola pygmaea,4,1,5,"NA",0.14,0.038,0.351,0.329,0.368,2.5909,5
GZA5912,2019,2019-04-20T00:00:00Z,April,QUE,C,5,Antennaria linearifolia,4,3,3,"NA",0.087,0.036,0.331,0.33,0.344,4.3396,3
GZB2836,2019,2019-04-20T00:00:00Z,April,QUE,C,5,Muehlenbeckia volcanica,4,4,5,"NA",0.116,0.02,0.477,0.53,0.478,2.6778,5
GZC7289,2019,2019-04-20T00:00:00Z,April,QUE,C,5,Antennaria linearifolia,3,4,3,"NA",0.085,0.042,0.385,0.395,0.4,4.393,3
GZD3311,2019,2019-04-20T00:00:00Z,April,QUE,C,5,Muehlenbeckia volcanica,3,3,5,"NA",0.105,0.025,0.457,0.429,0.495,2.4776,5
H,2019,2019-04-20T00:00:00Z,April,QUE,C,3,Vaccinium floribundum,7,3,5,"NA",0.078,0.058,0.375,0.383,0.346,2.5753,5
HCL8523,2019,2019-04-16T00:00:00Z,April,WAY,C,5,Carex pedunculado largo,28,2,1,"NA",0.166,0.073,0.199,0.198,0.227,7.9383,1
HCS5057,2019,2019-04-10T00:00:00Z,April,ACJ,C,3,Luzula narrow,13,5,3,"NA",0.237,0.071,0.178,0.16,0.179,11.3775,3
HCT1715,2019,2019-04-10T00:00:00Z,April,WAY,C,4,Carex pedunculado largo,27,3,1,"NA",0.1,0.041,0.181,0.189,0.159,5.1603,1
HCU6906,2019,2019-04-10T00:00:00Z,April,WAY,C,4,Carex pedunculado largo,37,4,1,"NA",0.186,0.079,0.224,0.232,0.214,8.3965,1
HCV6581,2019,2019-04-10T00:00:00Z,April,ACJ,C,4,Sisyrinchium vaginatum,27,3,3,"NA",0.236,0.067,0.24,0.196,0.254,8.8387,3
HCW3844,2019,2019-04-10T00:00:00Z,April,ACJ,C,4,Sisyrinchium vaginatum,28,2,2,"NA",0.19,0.054,0.171,0.199,0.164,6.5672,2
HCX9852,2019,2019-04-19T00:00:00Z,April,WAY,C,5,Carex pedunculado largo,24,3,1,"NA",0.107,0.041,0.31,0.261,0.308,5.6973,1
HCZ1001,2019,2019-04-10T00:00:00Z,April,TRE,C,3,Baccharis caespitosa,6,2,NA,Bulk,0.063,0.026,0.264,0.164,0.214,2.7188,16
HDA7107,2019,2019-04-10T00:00:00Z,April,TRE,C,3,Baccharis caespitosa,5,3,NA,Bulk,0.074,0.034,0.296,0.164,0.221,2.9669,19
HDB2609,2019,2019-04-10T00:00:00Z,April,ACJ,C,3,Luzula narrow,125,2,3,"NA",0.363,0.139,0.18,0.17,0.096,13.5695,3
HDC2335,2019,2019-04-10T00:00:00Z,April,ACJ,C,3,Luzula narrow,120,1,5,"NA",0.359,0.157,0.125,0.128,0.166,17.6442,5
HDD1064,2019,2019-04-10T00:00:00Z,April,ACJ,C,3,Luzula narrow,72,3,2,"NA",0.235,0.064,0.03,0.048,0.012,7.4829,2
HDE8907,2019,2019-04-10T00:00:00Z,April,ACJ,C,3,Luzula narrow,67,4,3,"NA",0.429,0.114,0.022,0.031,0.032,14.837,3
HDG9641,2019,2019-04-10T00:00:00Z,April,TRE,C,1,Euphorbia thymifolia,2,3,4,"NA",0.041,0.01,0.118,0.143,0.145,3.188,4
HDH7564,2019,2019-04-10T00:00:00Z,April,TRE,C,1,Euphorbia thymifolia,2,1,4,"NA",0.021,0.008,0.184,0.177,0.18,1.3035,4
HDI6890,2019,2019-04-16T00:00:00Z,April,WAY,C,2,Rhynchospora brillante,36,1,1,"NA",1.27,0.323,0.317,0.345,0.328,34.1948,1
HDJ0458,2019,2019-04-16T00:00:00Z,April,WAY,C,2,Carex pedunculado largo,39,3,1,"NA",0.106,0.035,0.223,0.203,0.216,6.0621,1
HDK7520,2019,2019-04-16T00:00:00Z,April,WAY,C,2,Carex pedunculado largo,26,4,1,"NA",0.105,0.042,0.219,0.206,0.213,5.6319,1
HDL7814,2019,2019-04-16T00:00:00Z,April,WAY,C,1,Carex pedunculado largo,14,4,1,"NA",0.08,0.028,0.216,0.251,0.216,3.6701,1
HDO1275,2019,2019-04-10T00:00:00Z,April,TRE,C,3,Baccharis caespitosa,5,4,NA,Bulk,0.042,0.03,0.163,0.184,0.256,2.1194,16
HDP2627,2019,2019-04-10T00:00:00Z,April,TRE,C,3,Baccharis caespitosa,6,5,NA,Bulk,0.043,0.018,0.209,0.167,0.185,2.0884,13
HDQ5251,2019,2019-04-10T00:00:00Z,April,TRE,C,1,Euphorbia thymifolia,2,5,6,"NA",0.026,0.008,0.126,0.134,0.132,2.0247,6
HDR7039,2019,2019-04-10T00:00:00Z,April,TRE,C,1,Euphorbia thymifolia,4,2,5,"NA",0.04,0.012,0.172,0.176,0.191,2.5379,5
HDS5665,2019,2019-04-10T00:00:00Z,April,TRE,C,1,Euphorbia thymifolia,2,4,5,"NA",0.028,0.007,0.11,0.153,0.151,1.9446,5
HEB8845,2019,2019-04-10T00:00:00Z,April,ACJ,C,2,Senecio purple leaf,7,1,1,"NA",0.478,0.067,0.368,0.331,0.332,10.7758,1
HEC5791,2019,2019-04-10T00:00:00Z,April,ACJ,C,2,Senecio purple leaf,2,4,1,"NA",0.123,0.016,0.222,0.228,0.218,4.6128,1
HED1390,2019,2019-04-10T00:00:00Z,April,ACJ,C,2,Senecio purple leaf,2,5,2,"NA",0.195,0.034,0.348,0.361,0.313,5.6464,2
HEE5289,2019,2019-04-10T00:00:00Z,April,ACJ,C,1,Bromus lanatus,57,1,1,"NA",0.73,0.256,0.328,0.317,0.349,26.3079,1
HEF3510,2019,2019-04-10T00:00:00Z,April,ACJ,C,1,Bromus lanatus,60,2,1,"NA",0.436,0.137,0.295,0.268,0.215,15.914,1
HEG8678,2019,2019-04-10T00:00:00Z,April,TRE,C,3,Baccharis caespitosa,4,1,NA,Bulk,0.064,0.021,0.132,0.235,0.24,2.9766,15
HEL9729,2019,2019-04-10T00:00:00Z,April,ACJ,C,2,Senecio purple leaf,12,3,1,"NA",0.165,0.165,0.197,0.207,0.21,5.826,1
HEM3129,2019,2019-04-10T00:00:00Z,April,ACJ,C,1,Senecio burkartii,62,1,1,"NA",1.14,0.404,0.539,0.499,0.446,23.5588,1
HEN4700,2019,2019-04-10T00:00:00Z,April,ACJ,C,2,Senecio purple leaf,8,2,1,"NA",0.236,0.028,0.319,0.304,0.319,5.8422,1
HIJ4990,2019,2019-04-12T00:00:00Z,April,ACJ,B,2,Lycopodium clavatum,12,4,NA,Bulk,0.227,0.098,0.145,0.093,0.133,15.7341,NA
HIK8793,2019,2019-04-10T00:00:00Z,April,ACJ,B,2,Lycopodium clavatum,12,5,NA,Bulk,0.095,0.042,0.142,0.145,0.133,8.4174,NA
HIQ4340,2019,2019-04-11T00:00:00Z,April,PIL,C,4,Melpomene moniliformis,33,5,1,"NA",0.483,0.244,0.226,0.261,0.243,13.4773,1
HIR0579,2019,2019-04-11T00:00:00Z,April,PIL,C,2,Melpomene moniliformis,22.5,1,1,"NA",0.388,0.167,0.341,0.341,0.407,10.2381,1
HIS1497,2019,2019-04-11T00:00:00Z,April,PIL,C,2,Melpomene moniliformis,22,2,1,"NA",0.358,0.157,0.313,0.337,0.341,10.6191,1
HIT2205,2019,2019-04-12T00:00:00Z,April,ACJ,B,1,Oreobolus sp1,7,1,8,"NA",0.093,0.044,0.387,0.282,0.241,4.2617,8
HIU1550,2019,2019-04-12T00:00:00Z,April,ACJ,B,1,Oreobolus sp1,8,2,6,"NA",0.08,0.038,0.226,0.386,0.323,3.4682,6
HIV2964,2019,2019-04-19T00:00:00Z,April,WAY,C,5,Carex pedunculado largo,14,1,1,"NA",0.107,0.048,0.303,0.265,0.243,5.7866,1
HIX5964,2019,2019-04-12T00:00:00Z,April,ACJ,B,2,Calamagrostis big,58,5,1,"NA",0.275,0.109,0.572,0.641,0.484,5.6125,1
HIY1795,2019,2019-04-12T00:00:00Z,April,ACJ,B,2,Calamagrostis big,65,4,2,"NA",0.325,0.132,0.456,0.508,0.5,7.28,2
HIZ3300,2019,2019-04-12T00:00:00Z,April,ACJ,B,2,Calamagrostis big,58,3,1,"NA",0.206,0.068,0.269,0.241,0.539,4.0376,1
HJA1767,2019,2019-04-12T00:00:00Z,April,ACJ,B,2,Calamagrostis big,65,2,1,"NA",0.268,0.107,0.59,0.5,0.528,5.3518,1
HJB4053,2019,2019-04-12T00:00:00Z,April,ACJ,B,2,Calamagrostis big,42,1,1,"NA",0.299,0.137,0.445,0.476,0.575,9.211,1
HJC9990,2019,2019-04-11T00:00:00Z,April,PIL,C,4,Melpomene moniliformis,31.5,4,1,"NA",0.479,0.248,0.253,0.294,0.232,13.645,1
HJE2003,2019,2019-04-11T00:00:00Z,April,PIL,C,4,Melpomene moniliformis,23.5,3,1,"NA",0.269,0.13,0.18,0.215,0.239,8.6651,1
HJF4469,2019,2019-04-11T00:00:00Z,April,PIL,C,3,Alchemilla vulcanica,3,5,3,"NA",0.96,0.038,0.211,0.207,0.187,3.5601,3
HJG0650,2019,2019-04-12T00:00:00Z,April,ACJ,B,1,Oreobolus sp1,6,5,8,"NA",0.102,0.048,0.263,0.253,0.211,5.1113,8
HJH3905,2019,2019-04-12T00:00:00Z,April,ACJ,B,1,Oreobolus sp1,6,4,6,"NA",0.071,0.035,0.248,0.199,0.35,2.8858,6
HJI8834,2019,2019-04-12T00:00:00Z,April,ACJ,B,1,Oreobolus sp1,8,3,6,"NA",0.063,0.031,0.3,0.256,0.359,3.0076,6
HJJ4671,2019,2019-04-12T00:00:00Z,April,ACJ,B,2,Not stipa softer,42,1,2,"NA",0.468,0.189,0.49,0.491,0.506,9.4889,2
HJN4653,2019,2019-04-11T00:00:00Z,April,PIL,C,2,Melpomene moniliformis,25,4,1,"NA",0.257,0.1,0.239,0.299,0.267,10.6276,1
HJO6099,2019,2019-04-11T00:00:00Z,April,PIL,C,2,Melpomene moniliformis,33,5,1,"NA",0.333,0.154,0.35,0.312,0.312,11.2294,1
HJP1512,2019,2019-04-11T00:00:00Z,April,PIL,C,4,Melpomene moniliformis,31,1,1,"NA",0.709,0.371,0.23,0.277,0.279,14.3778,1
HJQ2534,2019,2019-04-11T00:00:00Z,April,PIL,C,4,Melpomene moniliformis,35,2,1,"NA",0.695,0.371,0.226,0.251,0.25,18.2403,1
HKE5473,2019,2019-04-11T00:00:00Z,April,PIL,C,2,Melpomene moniliformis,20.5,3,1,"NA",0.373,0.17,0.426,0.357,0.426,8.3496,1
HMF8430,2019,2019-07-13T00:00:00Z,July,WAY,C,4,Lycopodium clavatum,14,2,NA,Bulk,0.233,0.1,0.111,0.189,0.172,14.9734,NA
HMG0528,2019,2019-07-13T00:00:00Z,July,WAY,C,5,Gentiana sedifolia,8,3,NA,Bulk,0.056,0.016,0.146,0.164,0.16,2.7325,27
HMM3476,2019,2019-07-13T00:00:00Z,July,WAY,C,5,Nertera granadensis,5,4,NA,Bulk,0.073,0.017,0.16,0.163,0.131,5.6649,50
HMS3075,2019,2019-07-13T00:00:00Z,July,WAY,C,2,Hieracium sp1,8,2,1,"NA",0.231,0.066,0.317,0.302,0.319,8.024,1
HMY9879,2019,2019-07-13T00:00:00Z,July,WAY,C,2,Hieracium sp1,12,1,2,"NA",0.245,0.048,0.356,0.307,0.306,8.2555,2
HNE1218,2019,2019-07-13T00:00:00Z,July,WAY,C,5,Gentiana sedifolia,19,5,NA,Bulk,0.066,0.015,0.2,0.218,0.157,3.1963,37
HNJ2457,2019,2019-07-13T00:00:00Z,July,WAY,C,5,Nertera granadensis,1,3,NA,Bulk,0.088,0.022,0.167,0.18,0.157,6.5191,65
HNK3124,2019,2019-07-13T00:00:00Z,July,WAY,C,5,Gentiana sedifolia,7.5,4,NA,Bulk,0.033,0.007,0.154,0.15,0.153,1.7925,25
HNP2580,2019,2019-07-13T00:00:00Z,July,WAY,C,4,Lycopodium clavatum,9,1,NA,Bulk,0.256,0.12,0.215,0.224,0.226,13.9256,NA
HNQ9262,2019,2019-07-13T00:00:00Z,July,WAY,C,5,Gentiana sedifolia,10.5,2,NA,Bulk,0.029,0.007,0.101,0.119,0.118,1.7502,29
HNS8572,2019,2019-07-27T00:00:00Z,July,ACJ,NB,3,Rhynchospora macrochaeta,31,1,1,"NA",0.282,0.104,0.276,0.276,0.275,9.1244,1
HNX5660,2019,2019-07-13T00:00:00Z,July,WAY,C,5,Nertera granadensis,1,1,NA,Bulk,0.144,0.033,0.117,0.115,0.105,11.3819,74
HNY5036,2019,2019-07-27T00:00:00Z,July,ACJ,NB,3,Rhynchospora macrochaeta,28,2,1,"NA",0.176,0.067,0.267,0.279,0.287,5.9712,1
HOG5088,2019,2019-07-27T00:00:00Z,July,ACJ,NB,5,Gaultheria glomerata,7.5,2,2,"NA",0.27,0.13,0.47,0.473,0.503,6.7049,2
HOM2517,2019,2019-07-27T00:00:00Z,July,ACJ,NB,5,Gaultheria glomerata,8.5,1,2,"NA",0.145,0.079,0.385,0.366,0.462,4.1965,2
HOQ4837,2019,2019-07-27T00:00:00Z,July,ACJ,NB,2,Miconia rotundifolia,2,1,5,"NA",0.121,0.028,0.273,0.225,0.203,3.4363,5
HOS8470,2019,2019-07-27T00:00:00Z,July,ACJ,NB,5,Gaultheria glomerata,8,3,2,"NA",0.194,0.071,0.442,0.434,0.432,4.2607,2
HOW5695,2019,2019-07-27T00:00:00Z,July,ACJ,NB,2,Eriosorus cheilanthoides,19,3,1,"NA",0.24,0.079,0.244,0.375,0.376,5.7685,1
HOY6478,2019,2019-07-27T00:00:00Z,July,ACJ,NB,5,Gaultheria glomerata,8,5,2,"NA",0.242,0.121,0.495,0.467,0.488,6.3439,2
HPC6705,2019,2019-07-27T00:00:00Z,July,ACJ,NB,2,Eriosorus cheilanthoides,28.5,4,1,"NA",0.734,0.285,0.439,0.381,0.411,14.0732,1
HPE7142,2019,2019-07-27T00:00:00Z,July,ACJ,NB,5,Gaultheria glomerata,7,4,2,"NA",0.194,0.101,0.521,0.517,0.511,5.0569,2
HPN5223,2019,2019-07-27T00:00:00Z,July,ACJ,NB,4,Cortaderia peluda,37,4,1,"NA",0.336,0.166,0.196,0.281,0.285,10.2831,1
HPT5522,2019,2019-07-13T00:00:00Z,July,WAY,C,3,Hieracium sp1,3.5,5,1,"NA",0.116,0.043,0.32,0.269,0.234,4.2862,1
HRK6895,2019,2019-07-27T00:00:00Z,July,ACJ,NB,3,Cortaderia peluda,47,2,1,"NA",0.351,0.181,0.312,0.318,0.318,13.5174,1
HRL6517,2019,2019-07-13T00:00:00Z,July,WAY,C,5,Hieracium sp1,9,3,1,"NA",0.102,0.041,0.216,0.213,0.206,5.3791,1
HRM5092,2019,2019-07-27T00:00:00Z,July,ACJ,NB,3,Not stipa,34,2,1,"NA",0.075,0.034,0.369,0.395,0.446,1.882,1
HRP4610,2019,2019-07-27T00:00:00Z,July,ACJ,NB,2,Eriosorus cheilanthoides,28.5,1,1,"NA",0.807,0.261,0.479,0.481,0.3,13.0221,1
HRQ4852,2019,2019-07-27T00:00:00Z,July,ACJ,NB,3,Cortaderia peluda,57,1,1,"NA",1.027,0.413,0.4,0.357,0.271,25.3166,1
HRS8691,2019,2019-07-27T00:00:00Z,July,ACJ,NB,1,Festuca blue,35,2,1,"NA",0.235,0.101,0.443,0.417,0.388,4.5802,1
HRV2687,2019,2019-07-12T00:00:00Z,July,ACJ,NB,2,Jamesonia alstonii,20,4,1,"NA",0.194,0.078,0.185,0.142,0.146,5.6467,1
HRW0772,2019,2019-07-27T00:00:00Z,July,ACJ,NB,1,Cortaderia peluda,31,5,1,"NA",0.548,0.253,0.269,0.282,0.289,19.3165,1
HRX6266,2019,2019-07-13T00:00:00Z,July,WAY,C,3,Hieracium sp1,5,2,1,"NA",0.114,0.036,0.282,0.268,0.266,4.3278,1
HRY6133,2019,2019-07-27T00:00:00Z,July,ACJ,NB,1,Festuca blue,51,3,1,"NA",0.323,0.144,0.344,0.414,0.408,5.9737,1
HSA4971,2019,2019-07-27T00:00:00Z,July,ACJ,NB,1,Festuca blue,38,1,1,"NA",0.139,0.067,0.309,0.253,0.28,3.7529,1
HSB0386,2019,2019-07-27T00:00:00Z,July,ACJ,NB,2,Eriosorus cheilanthoides,28,5,1,"NA",0.644,0.231,0.386,0.36,0.384,11.0649,1
HSG6347,2019,2019-07-27T00:00:00Z,July,ACJ,NB,2,Eriosorus cheilanthoides,28,2,1,"NA",0.557,0.192,0.203,0.36,0.361,9.8044,1
HSM7004,2019,2019-07-12T00:00:00Z,July,ACJ,NB,2,Jamesonia alstonii,18,5,1,"NA",0.17,0.063,0.225,0.245,0.227,4.4479,1
HSN3879,2019,2019-07-13T00:00:00Z,July,WAY,C,5,Nertera granadensis,2,2,NA,Bulk,0.12,0.03,0.139,0.114,0.164,8.3092,54
HSO4246,2019,2019-07-27T00:00:00Z,July,ACJ,NB,3,Not stipa,42,1,1,"NA",0.113,0.057,0.346,0.342,0.349,2.868,1
HSP0162,2019,2019-07-27T00:00:00Z,July,ACJ,NB,3,Cortaderia peluda,37,4,1,"NA",0.401,0.173,0.271,0.264,0.268,11.1903,1
HSQ0500,2019,2019-07-27T00:00:00Z,July,ACJ,NB,5,Diplostephium sp1,23,4,1,"NA",0.135,0.069,0.37,0.352,0.35,4.9882,1
HSR6006,2019,2019-07-27T00:00:00Z,July,ACJ,NB,3,Not stipa,30,4,1,"NA",0.086,0.04,0.439,0.457,0.357,2.4447,1
HSU7315,2019,2019-07-27T00:00:00Z,July,ACJ,NB,3,Cortaderia peluda,30,5,1,"NA",0.246,0.097,0.256,0.261,0.257,8.2031,1
HSV1552,2019,2019-07-27T00:00:00Z,July,ACJ,NB,3,Cortaderia peluda,35,3,1,"NA",0.558,0.239,0.327,0.331,0.33,12.8565,1
HSW6734,2019,2019-07-27T00:00:00Z,July,ACJ,NB,3,Not stipa,27.5,5,1,"NA",0.087,0.039,0.351,0.373,0.401,1.779,1
HSX4217,2019,2019-07-27T00:00:00Z,July,ACJ,NB,3,Not stipa,40,3,1,"NA",0.066,0.031,0.378,0.377,0.356,2.1634,1
HTB2372,2019,2019-07-27T00:00:00Z,July,ACJ,NB,5,Carex ecuadorica,18,1,1,"NA",0.056,0.027,0.188,0.184,0.174,2.5662,1
HTC4552,2019,2019-07-13T00:00:00Z,July,WAY,C,4,Lycopodium clavatum,12,3,NA,Bulk,0.253,0.114,0.241,0.167,0.219,15.3737,NA
HTD9469,2019,2019-07-27T00:00:00Z,July,ACJ,NB,1,Carex tristicha,7.5,4,3,"NA",0.154,0.049,0.163,0.168,0.14,6.1144,3
HTF8772,2019,2019-07-27T00:00:00Z,July,ACJ,NB,1,Rhynchospora macrochaeta,21,5,1,"NA",0.195,0.079,0.271,0.267,0.252,6.7882,1
HTG9658,2019,2019-07-27T00:00:00Z,July,ACJ,NB,3,Jamesonia alstonii,15,1,1,"NA",0.144,0.065,0.378,0.32,0.376,3.492,1
HTH9891,2019,2019-07-27T00:00:00Z,July,ACJ,NB,4,Not stipa,57,5,1,"NA",0.151,0.073,0.504,0.511,0.504,3.6752,1
HTI1439,2019,2019-07-13T00:00:00Z,July,WAY,C,4,Lycopodium clavatum,10,4,NA,Bulk,0.203,0.084,0.219,0.203,0.218,13.32,NA
HTJ3216,2019,2019-07-27T00:00:00Z,July,ACJ,NB,1,Carex tristicha,3,2,3,"NA",0.076,0.025,0.163,0.159,0.163,3.4132,3
HTL9904,2019,2019-07-27T00:00:00Z,July,ACJ,NB,1,Rhynchospora macrochaeta,34,4,1,"NA",0.45,0.18,0.308,0.294,0.299,12.9862,2
HTM1733,2019,2019-07-27T00:00:00Z,July,ACJ,NB,2,Miconia rotundifolia,2,5,5,"NA",0.123,0.032,0.253,0.302,0.268,3.4696,5
HTN4615,2019,2019-07-27T00:00:00Z,July,ACJ,NB,4,Not stipa,42,4,1,"NA",0.102,0.06,0.448,0.478,0.45,1.914,1
HTO8544,2019,2019-07-12T00:00:00Z,July,ACJ,NB,2,Jamesonia alstonii,24,1,1,"NA",0.217,0.092,0.22,0.208,0.208,5.5548,1
HTP7699,2019,2019-07-27T00:00:00Z,July,ACJ,NB,1,Carex tristicha,6,3,3,"NA",0.098,0.03,0.157,0.168,0.15,3.9376,3
HTR2879,2019,2019-07-27T00:00:00Z,July,ACJ,NB,1,Rhynchospora macrochaeta,28,3,1,"NA",0.176,0.072,0.288,0.292,0.279,5.9254,1
HTS1845,2019,2019-07-13T00:00:00Z,July,WAY,C,2,Gentiana sedifolia,7.5,2,NA,Bulk,0.036,0.011,0.196,0.188,0.162,2.0214,23
HTT3579,2019,2019-07-27T00:00:00Z,July,ACJ,NB,4,Not stipa,45,3,1,"NA",0.117,0.068,0.276,0.28,0.274,3.5462,1
HTU6789,2019,2019-07-12T00:00:00Z,July,ACJ,NB,2,Jamesonia alstonii,24,2,1,"NA",0.22,0.094,0.223,0.222,0.223,5.4214,1
HTV4416,2019,2019-07-27T00:00:00Z,July,ACJ,NB,1,Carex tristicha,3,1,3,"NA",0.063,0.022,0.165,0.163,0.158,3.5213,3
HTX6275,2019,2019-07-27T00:00:00Z,July,ACJ,NB,1,Rhynchospora macrochaeta,25,2,1,"NA",0.254,0.092,0.271,0.276,0.283,8.6706,1
HTY0600,2019,2019-07-13T00:00:00Z,July,WAY,C,5,Sisyrinchium vaginatum,19,2,2,"NA",0.077,0.027,0.197,0.189,0.172,4.2397,2
HTZ5376,2019,2019-07-27T00:00:00Z,July,ACJ,NB,1,Cortaderia peluda,45,1,1,"NA",0.449,0.243,0.342,0.257,0.4,13.3821,1
HUA6209,2019,2019-07-27T00:00:00Z,July,ACJ,NB,3,Rhynchospora macrochaeta,28,5,1,"NA",0.221,0.108,0.282,0.295,0.302,8.2632,1
HUB2623,2019,2019-07-27T00:00:00Z,July,ACJ,NB,1,Cortaderia peluda,41,3,1,"NA",0.333,0.125,0.32,0.337,0.387,11.6162,1
HUD0319,2019,2019-07-13T00:00:00Z,July,WAY,C,2,Gentiana sedifolia,8,3,NA,Bulk,0.058,0.021,0.134,0.221,0.227,2.914,37
HUE3660,2019,2019-07-13T00:00:00Z,July,WAY,C,5,Sisyrinchium vaginatum,8,1,3,"NA",0.061,0.021,0.156,0.145,0.155,3.584,3
HUF7310,2019,2019-07-27T00:00:00Z,July,ACJ,NB,1,Eriosorus cheilanthoides,30,5,1,"NA",0.713,2.46,0.248,0.232,0.218,14.7116,1
